"set_id","station","strata_strate","season_saison","total_count","tot_wt_g","shannon_index","species_richness","wet_weight","dry_weight","water_content_ratio","sand_pct","fine_sand_pct","silt_clay_pct","air_dry_wt","oven_dry_wt","loss_ash1","loss_ash2","tot_perc_loss__","depth_m_profondeur_m"
"2010.02.001",1,"channel","Winter",23.5,6407,1.71084064761131,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
"2010.02.002",2,"channel","Winter",15.0833333333333,6196,1.81071708582242,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"2010.02.003",3,"channel","Winter",15.1388888888889,4307,2.37305381800299,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5
"2010.02.004",4,"channel","Winter",18.375,5947,2.15638001070492,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"2010.02.005",5,"channel","Winter",29.65,6531,2.20358225736583,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"2010.02.006",6,"channel","Winter",58.5789473684211,6418,1.38232141116591,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4
"2010.02.007",7,"channel","Winter",67.2083333333333,5996,1.72258374157523,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"2010.02.008",8,"channel","Winter",24.9565217391304,6818,1.43280560531847,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4
"2010.02.009",9,"channel","Winter",24.7222222222222,5809,1.6001544783916,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2010.02.010",10,"channel","Winter",30.6842105263158,5912,1.69687603866447,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4
"2010.02.011",11,"subtidal","Winter",11.4583333333333,1768,2.49811983650945,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2010.02.012",12,"subtidal","Winter",13.2692307692308,1811,2.07321148576085,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2010.02.013",13,"subtidal","Winter",77.448275862069,5132,1.80454313915671,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4
"2010.02.014",14,"subtidal","Winter",25.5263157894737,1868,1.77022796858197,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1
"2010.02.015",15,"subtidal","Winter",137.653846153846,6733,0.919462303288617,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
"2010.02.016",16,"subtidal","Winter",30.7826086956522,1808,1.61467805062475,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
"2010.02.017",17,"subtidal","Winter",11.75,1189,1.84620102479952,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9
"2010.02.018",18,"subtidal","Winter",31.4333333333333,6403,1.95874360049676,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
"2010.02.019",19,"subtidal","Winter",6.56521739130435,1160,2.49304968558762,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
"2010.02.020",20,"subtidal","Winter",12.2857142857143,2445,2.00467085342883,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5
"2010.02.021",21,"intertidal","Winter",20.8695652173913,1058,1.82559659644247,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"2010.02.022",22,"intertidal","Winter",1195.73333333333,4938,0.581277526418628,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7
"2010.02.023",23,"intertidal","Winter",11.2272727272727,4051,2.21439892382956,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
"2010.02.024",24,"intertidal","Winter",16,3515,1.82231813722035,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"2010.02.025",25,"intertidal","Winter",735.888888888889,4777,1.75259374728435,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8
"2010.02.026",26,"intertidal","Winter",113.703703703704,4782,1.56621862995409,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1
"2010.02.027",27,"intertidal","Winter",1571.46666666667,5602,1.46010574997581,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2010.02.028",28,"intertidal","Winter",43,3634,1.68750632665672,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2010.02.029",29,"intertidal","Winter",16.3478260869565,883,1.37475328562084,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
"2010.02.030",30,"intertidal","Winter",205.05,1855,1.579025967584,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"2010.08.001",1,"intertidal","Summer",12,914,0.903901670812973,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2010.08.002",2,"subtidal","Summer",8.90909090909091,3159,1.49643870205774,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8
"2010.08.003",3,"subtidal","Summer",3.35714285714286,2429,2.14824872280811,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2010.08.004",4,"intertidal","Summer",7.26666666666667,2137,2.00825014833143,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"2010.08.005",5,"intertidal","Summer",4.90909090909091,572,1.83665282034965,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3
"2010.08.006",6,"intertidal","Summer",67.28,5258,1.23000157410573,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3
"2010.08.007",7,"intertidal","Summer",82.4782608695652,4168,1.29896404431544,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1
"2010.08.008",8,"intertidal","Summer",5.14285714285714,1152,2.10441656436813,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"2010.08.009",9,"intertidal","Summer",13.9,5251,1.90948186865273,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2010.08.010",10,"intertidal","Summer",7.08,3812,2.12644957117485,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2010.08.011",11,"channel","Summer",4.25,2661,2.09465224221112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
"2010.08.012",12,"channel","Summer",7.07692307692308,5683,2.0628407940421,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1
"2010.08.013",13,"channel","Summer",9.4375,2695,1.91927750534663,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
"2010.08.014",14,"channel","Summer",6.35714285714286,453,1.81066720982536,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3
"2010.08.015",15,"channel","Summer",5.05,3927,2.69060429263095,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"2010.08.016",16,"channel","Summer",4.06666666666667,3502,2.20708678582701,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
"2010.08.017",17,"channel","Summer",3,2987,1.98481878443065,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7
"2010.08.018",18,"channel","Summer",7.64705882352941,3205,1.51555445091309,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9
"2010.08.019",19,"channel","Summer",10,2962,1.73500450810913,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"2010.08.020",20,"channel","Summer",3,1991,1.75466995739005,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1
"2010.08.021",21,"intertidal","Summer",3.71428571428571,1962,1.65809923782915,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7
"2010.08.022",22,"intertidal","Summer",1.25,269,1.33217904021012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7
"2010.08.023",23,"subtidal","Summer",2.57142857142857,3299,2.22554108346879,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2010.08.024",24,"subtidal","Summer",8.25,4024,1.67848717977683,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"2010.08.025",25,"subtidal","Summer",18.1176470588235,4915,1.61342695068889,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"2010.08.026",26,"subtidal","Summer",7.42857142857143,1690,1.87338381788747,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1
"2010.08.027",27,"subtidal","Summer",3.3,4160,2.39857893274161,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3
"2010.08.028",28,"subtidal","Summer",4.61538461538461,2202,1.71751916639991,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
"2010.08.029",29,"subtidal","Summer",3.84615384615385,2686,2.69500796798271,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"2010.08.030",30,"subtidal","Summer",4.83333333333333,604,1.74244404676389,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3
"2011.09.001",1,"subtidal","Summer",9.1875,6495,1.80878124858934,16,27.7457,27.6611,0.0030491211250753,0.0158670479482016,0.122428247611266,0.861704704440532,2.48325,2.48225,15.84025,0.0902499999999993,6.67968115075,5.9
"2011.09.002",2,"subtidal","Summer",14.44,5385,1.60980271344367,25,26.8409,26.7777,0.00235461553077586,0.0505308521643009,0.114864234045493,0.834604913790206,2.53275,2.529,12.41325,0.0417499999999986,3.449732252,5
"2011.09.003",3,"subtidal","Summer",14.3157894736842,5701,1.70785715919342,19,20.8773,20.8497,0.0013220100300326,0.00691616665947232,0.112735435042231,0.880348398298297,2.5145,2.516,13.1355,0.0417500000000004,3.5369016365,8.4
"2011.09.004",4,"subtidal","Summer",19.8888888888889,4105,1.26373773196779,27,26.6219,26.5895,0.0012170431111229,0.00495308298388462,0.21603264446492,0.779014272551195,2.7155,2.715,10.7355,0.0477500000000006,3.53852905775,10.3
"2011.09.005",5,"subtidal","Summer",8.63636363636364,1780,1.41418105489416,22,32.1375,32.1077,0.000927265655387059,0.0306842283938121,0.481473291453452,0.487842480152736,2.512,2.51225,13.933,0.0297499999999999,1.94066369025,12
"2011.09.006",6,"subtidal","Summer",13.75,4490,1.98757089890919,32,25.7278,25.6716,0.00218440752804348,0.0591665498060113,0.202515620374266,0.738317829819723,2.492,2.49175,13.452,0.0375000000000014,3.2206149925,15
"2011.09.007",7,"subtidal","Summer",16.0714285714286,3268,2.1529739301006,28,25.7644,25.7034,0.00236760801726413,0.00402281410241447,0.151800929059969,0.844176256837617,2.50775,2.5075,12.5135,0.0287500000000005,2.24332053775,4.8
"2011.09.008",8,"subtidal","Summer",6.16,1665,2.44818670985412,25,33.4339,33.3909,0.00128611977663387,0.00275823652552043,0.280801056575294,0.716440706899185,2.49025,2.48825,12.5495,0.0227500000000003,1.908964351,3
"2011.09.009",9,"subtidal","Summer",2.25,2662,2.46602897903296,16,22.7921,22.7093,0.00363283769376242,0.00800112729146209,0.18613519571277,0.805863676995768,2.51175,2.51275,16.02275,0.0632499999999983,5.66122144825,4
"2011.09.010",10,"subtidal","Summer",3.88888888888889,1165,1.71336426916015,9,20.1506,20.1222,0.00140938731352919,0.00426891691763326,0.521926031944817,0.47380505113755,2.53475,2.534,14.58975,0.0240000000000009,1.81559382525,3.1
"2011.09.011",11,"channel","Summer",34.6666666666667,3820,1.85414439878578,18,20.3851,20.3363,0.00239390535243879,0.0131341492798592,0.103829113457217,0.883036737262924,2.5135,2.514,15.33325,0.0487500000000001,4.89277396975,3.9
"2011.09.012",12,"channel","Summer",10.8,5424,1.48605479783053,10,20.9709,20.9166,0.00258930231892755,0.00711874778883757,0.0683954371169311,0.924485815094231,2.508,2.50875,12.64625,0.0637500000000006,6.357949648,5.2
"2011.09.013",13,"channel","Summer",11,3235,1.51198884704352,8,18.2192,18.1703,0.00268398173355579,0.00576215032222913,0.0544680054814725,0.939769844196298,2.4865,2.4835,10.0105,0.0555000000000003,5.57605167375,5.2
"2011.09.014",14,"channel","Summer",11.7692307692308,5117,1.02716100695907,13,25.3503,25.3115,0.00153055387904687,0.00702052426762539,0.0530312308634415,0.939948244868933,2.5005,2.49925,11.689,0.0637499999999989,6.51150655225,4.8
"2011.09.015",15,"channel","Summer",7,3899,1.59966189233034,13,15.7579,15.7189,0.0024749490731634,0.00486039099428077,0.0621735617632277,0.932966047242492,2.51675,2.514,13.05575,0.0562499999999986,5.666923207,4.5
"2011.09.016",16,"channel","Summer",9,3996,2.32194306571402,19,19.8253,19.8004,0.00125597090586265,0.0101765620896548,0.0719833942748631,0.917840043635482,2.50775,2.50475,12.01875,0.0490000000000013,5.26900883325,3.5
"2011.09.017",17,"channel","Summer",6.76923076923077,2467,1.59661318285666,13,25.7364,25.7297,0.000260331670319165,0.979191362511028,0.00330746180484032,0.0175011756841316,2.51825,2.516,13.597,0.0497499999999995,5.11886289575,11.6
"2011.09.018",18,"channel","Summer",1.44444444444444,4391,2.03175921856927,9,21.0708,21.0717,-4.27131385613219e-05,0.837578363397353,0.0105449489125225,0.151876687690125,2.50475,2.502,17.475,0.0305000000000035,1.77842640175,13.8
"2011.09.019",19,"channel","Summer",3.41666666666667,2780,2.10100609778263,12,11.7864,11.7811,0.000449670807031991,0.0457682219826672,0.0672517846381068,0.886979993379226,2.47625,2.47575,11.842,0.0410000000000004,2.1135141605,10
"2011.09.020",20,"channel","Summer",2.3125,1590,2.22917208092134,16,25.3402,25.2763,0.00252168491172131,0.0235240126126055,0.185687778670138,0.790788208717257,2.48075,2.4795,15.599,0.0477500000000006,4.70814271825,4
"2011.09.021",21,"intertidal","Summer",13.6363636363636,2834,0.937535679102011,11,10.4625,10.4177,0.00428195937873344,0.0069017153498373,0.029497873810918,0.963600410839245,2.47175,2.4725,12.12225,0.0342500000000019,3.06312095175,2.5
"2011.09.022",22,"intertidal","Summer",3.82352941176471,2328,2.12410561065319,17,22.4984,22.4624,0.00160011378586928,0.00251086259705107,0.0698545124296602,0.927634624973289,2.49175,2.492,13.486,0.0450000000000017,4.684852642,4.2
"2011.09.023",23,"intertidal","Summer",113.764705882353,3220,1.17218824250256,17,21.4063,21.3098,0.0045080186674016,0.0047442960515819,0.0741255197139344,0.921130184234484,2.50325,2.50375,14.43225,0.0352499999999996,3.56444331125,1.1
"2011.09.024",24,"intertidal","Summer",107,5455,1.47362328166077,14,22.882,22.7491,0.00580805873612444,0.0134027280200096,0.0705170754007851,0.916080196579205,2.5075,2.50575,14.673,0.0564999999999998,5.806607582,1.7
"2011.09.025",25,"intertidal","Summer",15.3809523809524,3132,1.76063119785727,21,21.4029,21.3894,0.000630755645263049,0.00597492215770428,0.19335278221923,0.800672295623066,2.50675,2.504,12.733,0.0437500000000011,4.2531926275,3.6
"2011.09.026",26,"intertidal","Summer",5.62962962962963,4904,2.6436945067456,27,13.167,13.1567,0.000782258676995585,0.00522167412801082,0.0541549172664878,0.940623408605501,2.50975,2.5055,11.06175,0.04575,4.798780978,4.2
"2011.09.027",27,"intertidal","Summer",24.6206896551724,4465,1.91565764236867,29,23.6579,23.6448,0.00055372623943805,0.225965117065909,0.263432128840168,0.510602754093923,2.467,2.4665,14.7225,0.0455000000000005,4.6020960315,4.6
"2011.09.028",28,"intertidal","Summer",13.3478260869565,2974,1.77858434897679,23,18.8222,18.7553,0.00355431352339261,0.0528650568106082,0.12093115012823,0.826203793061161,2.50775,2.505,14.74125,0.0535000000000014,5.559368912,4
"2011.09.029",29,"intertidal","Summer",8.28571428571429,2537,2.18060741347342,14,17.7866,17.7253,0.003446414716697,0.00440613134897576,0.0381488606680846,0.95744500798294,2.5165,2.516,15.1005,0.0474999999999994,4.4302123255,4.5
"2011.09.030",30,"intertidal","Summer",54.0769230769231,1934,1.13508050269742,13,22.2289,22.1428,0.00387333606251314,0.00232581245370956,0.0210181187564355,0.976656068789855,2.4955,2.49275,10.187,0.0429999999999993,3.801748825,1.3
"2011.12.001",1,"subtidal","Autumn",28.6521739130435,3773,1.18801524365198,23,NA,NA,NA,NA,NA,NA,2.48133333333333,2.48033333333333,12.7316666666667,0.0549999999999997,4.37574200933333,8.9
"2011.12.002",2,"subtidal","Autumn",61.3125,5452,1.18455956210696,16,NA,NA,NA,NA,NA,NA,2.442,2.44,12.8763333333333,0.0549999999999997,5.02480584466667,12
"2011.12.003",3,"subtidal","Autumn",18.1176470588235,7474,1.60614699155845,17,NA,NA,NA,NA,NA,NA,2.50233333333333,2.502,11.9316666666667,0.0510000000000002,4.627004444,9.2
"2011.12.004",4,"subtidal","Autumn",34.6470588235294,6251,1.13032134280593,17,NA,NA,NA,NA,NA,NA,2.46533333333333,2.466,12.448,0.0680000000000014,6.49296330533333,8.4
"2011.12.005",5,"subtidal","Autumn",24.6363636363636,5858,1.27224935166058,11,NA,NA,NA,NA,NA,NA,2.50366666666667,2.50233333333333,14.809,0.0496666666666652,4.40836983566667,12.1
"2011.12.006",6,"subtidal","Autumn",40.1666666666667,5298,1.32824880691345,18,NA,NA,NA,NA,NA,NA,2.51133333333333,2.50933333333333,12.338,0.0523333333333333,4.27958781666667,10.1
"2011.12.007",7,"subtidal","Autumn",36,4046,1.5824535047395,17,NA,NA,NA,NA,NA,NA,2.47633333333333,2.472,13.0553333333333,0.0500000000000007,4.27648321566667,7.7
"2011.12.008",8,"subtidal","Autumn",3.42857142857143,459,1.45629092450926,7,NA,NA,NA,NA,NA,NA,2.545,2.542,15.062,0.0250000000000021,1.87510123866667,6.6
"2011.12.009",9,"subtidal","Autumn",2.55555555555556,372,1.8052855428667,9,NA,NA,NA,NA,NA,NA,2.562,2.55866666666667,15.2343333333333,0.0250000000000004,1.902037066,7.2
"2011.12.011",11,"intertidal","Autumn",10.3333333333333,1014,1.90599216641505,15,NA,NA,NA,NA,NA,NA,2.493,2.48766666666667,12.3236666666667,0.0396666666666672,3.73431584533333,6
"2011.12.012",12,"intertidal","Autumn",7.125,1836,1.55713387539298,8,NA,NA,NA,NA,NA,NA,2.517,2.51566666666667,12.9383333333333,0.0446666666666662,3.88823231633333,5.3
"2011.12.013",13,"intertidal","Autumn",14.3157894736842,1963,1.89522686252747,19,NA,NA,NA,NA,NA,NA,2.517,2.516,13.0893333333333,0.0510000000000002,5.754271648,5.7
"2011.12.014",14,"intertidal","Autumn",14.7647058823529,1926,1.53751020997077,17,NA,NA,NA,NA,NA,NA,2.47866666666667,2.47866666666667,11.1483333333333,0.0453333333333337,4.464581364,6.6
"2011.12.015",15,"intertidal","Autumn",13.375,1725,1.97381149258094,16,NA,NA,NA,NA,NA,NA,2.50833333333333,2.50933333333333,15.0406666666667,0.052999999999999,5.042403676,6.3
"2011.12.016",16,"intertidal","Autumn",6.41666666666667,2331,1.55872065571129,12,NA,NA,NA,NA,NA,NA,2.50733333333333,2.50533333333333,12.5676666666667,0.0476666666666681,4.59814813733333,5.8
"2011.12.017",17,"intertidal","Autumn",50,2199,1.56870000001517,11,NA,NA,NA,NA,NA,NA,2.51933333333333,2.52266666666667,13.828,0.043666666666665,3.88376215733333,5.5
"2011.12.018",18,"intertidal","Autumn",9.88888888888889,1591,1.76272294264259,9,NA,NA,NA,NA,NA,NA,2.33033333333333,2.33266666666667,14.0666666666667,0.0543333333333322,5.98604509766667,4.8
"2011.12.019",19,"intertidal","Autumn",1.42857142857143,2661,1.83437197028162,7,NA,NA,NA,NA,NA,NA,2.50133333333333,2.562,15.3353333333333,0.038000000000002,3.51083025233333,6.5
"2011.12.020",20,"intertidal","Autumn",4.33333333333333,640,1.69346456147405,12,NA,NA,NA,NA,NA,NA,2.13733333333333,2.13366666666667,10.287,0.0240000000000009,2.14065222533333,6.7
"2011.12.021",21,"channel","Autumn",16.4444444444444,1670,0.748648285575286,9,NA,NA,NA,NA,NA,NA,2.514,2.51433333333333,12.5816666666667,0.0503333333333327,5.20967427433333,7
"2011.12.022",22,"channel","Autumn",5.72727272727273,2256,1.62957032946271,11,NA,NA,NA,NA,NA,NA,2.52533333333333,2.524,12.1006666666667,0.0413333333333323,3.812888618,9.7
"2011.12.023",23,"channel","Autumn",3,1197,1.2366848691405,4,NA,NA,NA,NA,NA,NA,2.56333333333333,2.561,13.3913333333333,0.0486666666666675,4.54969042233333,11.7
"2011.12.024",24,"channel","Autumn",30.1538461538462,4603,1.01793601789392,13,NA,NA,NA,NA,NA,NA,2.51533333333333,2.509,12.0026666666667,0.0660000000000007,7.62493938666667,7.5
"2011.12.025",25,"channel","Autumn",2.16666666666667,3809,1.67159527802125,6,NA,NA,NA,NA,NA,NA,2.60066666666667,2.593,12.5526666666667,0.0630000000000006,6.67206246966667,8.4
"2011.12.026",26,"channel","Autumn",13,1083,0.706755845808295,5,NA,NA,NA,NA,NA,NA,2.519,2.51533333333333,14.8103333333333,0.0626666666666686,6.53708427233333,8.6
"2011.12.027",27,"channel","Autumn",14.8333333333333,5082,1.02510736848649,6,NA,NA,NA,NA,NA,NA,2.51166666666667,2.50766666666667,12.638,0.0626666666666669,6.86998933733333,9.2
"2011.12.028",28,"channel","Autumn",9,3013,1.16765581047173,7,NA,NA,NA,NA,NA,NA,2.48333333333333,2.48266666666667,17.0793333333333,0.065333333333335,7.33035398333333,9.5
"2011.12.029",29,"channel","Autumn",7.6,843,1.97361163847901,10,NA,NA,NA,NA,NA,NA,2.48466666666667,2.48266666666667,12.884,0.0436666666666667,5.16885902666667,7.8
"2011.12.030",30,"channel","Autumn",33.1666666666667,3577,0.973819214889432,6,NA,NA,NA,NA,NA,NA,2.53633333333333,2.53566666666667,12.8413333333333,0.0629999999999988,7.30635076233333,8.3
"2012.09.001",1,"subtidal","Summer",29.1904761904762,4340,1.51886121337223,21,4.4237,4.3961,0.00623912109772354,0.0713359568708628,0.0470416960487705,0.881622347080367,2.64425,2.64125,15.80675,0.0694999999999997,5.28687970225,NA
"2012.09.002",2,"subtidal","Summer",28.2916666666667,4085,1.96539310105896,24,20.5861,20.4794,0.00518310899101838,0.057579811908552,0.146083381349063,0.796336806742385,2.493,2.4895,14.61325,0.0587499999999999,4.62967714875,NA
"2012.09.003",3,"subtidal","Summer",29.9473684210526,6455,1.80179684215639,19,NA,NA,NA,NA,NA,NA,2.42875,2.4245,11.9375,0.0655000000000001,5.10275888425,NA
"2012.09.004",4,"subtidal","Summer",23.2608695652174,7283,1.76986493663178,23,33.6861,33.5284,0.00468145614956906,0.0794430989847413,0.101340952744539,0.81921594827072,2.4165,2.417,15.5625,0.0537500000000009,5.137776836,NA
"2012.09.005",5,"subtidal","Summer",34.375,6803,1.53294433632181,16,22.6006,22.5088,0.00406183906621945,0.199210975263008,0.110858864088712,0.68993016064828,2.4915,2.4935,14.90175,0.0545000000000009,4.531768133,NA
"2012.09.006",6,"subtidal","Summer",18.5555555555556,4423,1.55747424004406,17,11.5446,11.4841,0.0052405453631999,0.00368335350615198,0.167927830652816,0.828388815841032,2.4715,2.471,15.69525,0.0805000000000007,5.686197089,NA
"2012.09.007",7,"subtidal","Summer",14.4285714285714,3294,2.05105934059282,21,24.2916,24.2206,0.0029228210574851,0.00129641709949382,0.146784142424217,0.851919440476289,2.48625,2.48925,15.5465,0.0452500000000011,4.2079234705,NA
"2012.09.008",8,"subtidal","Summer",10,2032,1.96351842948186,17,18.5525,18.4821,0.003794636841396,0.00285140757814318,0.2115560461203,0.785592546301557,2.4895,2.49125,13.769,0.0277500000000028,3.60242274975,NA
"2012.09.009",9,"subtidal","Summer",25.4444444444444,3731,1.24679643752775,18,32.4776,32.3183,0.00490491908269089,0.010913321554661,0.135783751001754,0.853302927443585,2.511,2.51,15.25925,0.0502500000000001,4.73093472075,NA
"2012.09.010",10,"subtidal","Summer",19.6666666666667,3847,1.84143603763642,18,23.7359,23.6265,0.00460905211093748,0.0149196876388801,0.245144223647176,0.739936088713944,3.24375,2.492,10.1035,0.0577500000000004,4.08296297825,NA
"2012.09.011",11,"channel","Summer",8.75,1924,2.43941000117076,24,10.0424,10.0244,0.00179240022305432,0.0665276724791509,0.38800327201628,0.545469055504569,2.48375,2.482,10.2035,0.0577500000000004,4.73449617975,NA
"2012.09.012",12,"channel","Summer",3.52631578947368,3434,2.32572380690627,19,20.6271,20.5044,0.00594848524513876,0.00536470221025731,0.125777881820487,0.868857415969255,2.495,2.4935,10.227,0.0510000000000002,4.92259535025,NA
"2012.09.013",13,"channel","Summer",33.6923076923077,4236,1.48806301277523,13,12.9818,12.891,0.00699440755519277,0.0127142967962144,0.096780699712978,0.890505003490808,2.479,2.4775,12.00825,0.0695000000000014,7.21625656425,NA
"2012.09.014",14,"channel","Summer",40.6666666666667,5740,2.07719355860282,27,19.454,19.3551,0.00508378739590832,0.0136088162809802,0.130487571751115,0.855903611967905,2.225,2.22375,11.46375,0.0609999999999982,7.41678970825,NA
"2012.09.015",15,"channel","Summer",7.25,2184,2.4083270645935,16,11.8537,11.7786,0.0063355745463441,0.00472042517786494,0.066943439797599,0.928336135024536,2.225,2.22325,10.20875,0.0462500000000006,4.71701858775,NA
