set_id,lat,lon,day_jour,month_mois,year_année,station,replicate_réplicat,cont_wt_g,gross_wet_wt_g,gross_dry_wt_g,net_dry_wt_g,sieve_wt_250um_g,sieve_wt_125um_g,sieve_wt_64um_g,gross_wt_250um_g,gross_wt_125um_g,gross_wt_64um_g,net_dry_250um_g,net_dry_125um_g,net_dry_64um_g,silt_frac_g
2011.09.001,45.14075,-66.26021667,1,9,2011,1,a,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357
2011.09.002,45.14263333,-66.26183333,1,9,2011,2,a,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488
2011.09.003,45.14636667,-66.24868333,1,9,2011,3,a,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355
2011.09.004,45.14648333,-66.24608333,1,9,2011,4,a,6.3538,32.9757,32.9433,26.5895,83.5714,80.8549,78.448,83.5742,80.9838,84.1922,0.0028,0.1289,5.7442,20.7136
2011.09.005,45.14663333,-66.24345,1,9,2011,5,a,6.3375,38.475,38.4452,32.1077,81.3784,79.0289,79.0378,81.775,79.6175,94.4968,0.3966,0.5886,15.459,15.6635
2011.09.006,45.14775,-66.23956667,1,9,2011,6,a,6.3394,32.0672,32.011,25.6716,83.7488,79.5508,77.7605,84.5625,80.256,82.9594,0.8137,0.7052,5.1989,18.9538
2011.09.007,45.15128333,-66.23713333,1,9,2011,7,a,6.4805,32.2449,32.1839,25.7034,80.2828,80.0578,78.4835,80.2962,80.1478,82.3853,0.0134,0.09,3.9018,21.6982
2011.09.008,45.15526667,-66.23283333,1,9,2011,8,a,6.3809,39.8148,39.7718,33.3909,85.0932,81.5064,78.7329,85.1126,81.5791,88.1091,0.0194,0.0727,9.3762,23.9226
2011.09.009,45.16073333,-66.24936667,1,9,2011,9,a,6.3932,29.1853,29.1025,22.7093,83.5701,80.8534,78.4436,83.5882,81.017,82.6706,0.0181,0.1636,4.227,18.3006
2011.09.010,45.16146667,-66.25561667,1,9,2011,10,a,6.3462,26.4968,26.4684,20.1222,81.3775,79.0327,79.049,81.3864,79.1097,89.5513,0.0089,0.077,10.5023,9.534
2011.09.011,45.16436667,-66.24298333,1,9,2011,11,a,6.3396,26.7247,26.6759,20.3363,83.7536,79.5492,77.7667,83.8451,79.7248,79.8782,0.0915,0.1756,2.1115,17.9577
2011.09.012,45.1681,-66.24123333,1,9,2011,12,a,6.2707,27.2416,27.1873,20.9166,80.2823,80.0623,78.4884,80.3381,80.1554,79.919,0.0558,0.0931,1.4306,19.3371
2011.09.013,45.17196667,-66.24043333,1,9,2011,13,a,6.4006,24.6198,24.5709,18.1703,85.0941,81.509,78.7358,85.1005,81.6073,79.7255,0.0064,0.0983,0.9897,17.0759
2011.09.014,45.17621667,-66.24136667,1,9,2011,14,a,6.3702,31.7205,31.6817,25.3115,83.5734,80.8518,78.4474,83.5979,81.005,79.7897,0.0245,0.1532,1.3423,23.7915
2011.09.015,45.17948333,-66.24303333,1,9,2011,15,a,6.3636,22.1215,22.0825,15.7189,81.3795,79.0342,79.045,81.3957,79.0944,80.0223,0.0162,0.0602,0.9773,14.6652
2011.09.016,45.18268333,-66.248,1,9,2011,16,a,6.3384,26.1637,26.1388,19.8004,83.751,79.5471,77.764,83.7806,79.719,79.1893,0.0296,0.1719,1.4253,18.1736
2011.09.017,45.18465,-66.2544,1,9,2011,17,a,6.2701,32.0065,31.9998,25.7297,80.2775,80.0603,78.4852,105.4385,80.0936,78.5703,25.161,0.0333,0.0851,0.4503
2011.09.018,45.1862,-66.25833333,1,9,2011,18,a,6.3999,27.4707,27.4716,21.0717,85.0947,81.5119,78.7303,102.5969,81.6589,78.9525,17.5022,0.147,0.2222,3.2003
2011.09.019,45.18993333,-66.26146667,1,9,2011,19,a,6.3701,18.1565,18.1512,11.7811,83.5694,80.8489,78.4458,83.9318,81.0257,79.2381,0.3624,0.1768,0.7923,10.4496
2011.09.020,45.18015,-66.24695,1,9,2011,20,a,6.3627,31.7029,31.639,25.2763,81.376,79.0287,79.041,81.6676,79.3317,83.7345,0.2916,0.303,4.6935,19.9882
2011.09.021,45.17988333,-66.24995,1,9,2011,21,a,6.2773,16.7398,16.695,10.4177,83.736,79.5341,77.7515,83.7608,79.5812,78.0588,0.0248,0.0471,0.3073,10.0385
2011.09.022,45.17761667,-66.2461,1,9,2011,22,a,6.308,28.8064,28.7704,22.4624,80.2738,80.0482,78.4722,80.2928,80.0856,80.0413,0.019,0.0374,1.5691,20.8369
2011.09.023,45.17776667,-66.23883333,1,9,2011,23,a,6.3345,27.7408,27.6443,21.3098,85.0839,81.4984,78.7183,85.1138,81.5696,80.2979,0.0299,0.0712,1.5796,19.6291
2011.09.024,45.17438333,-66.2332,1,9,2011,24,a,6.3538,29.2358,29.1029,22.7491,83.564,80.8365,78.436,83.7615,80.9439,80.0402,0.1975,0.1074,1.6042,20.84
2011.09.025,45.16796667,-66.2282,1,9,2011,25,a,6.3354,27.7383,27.7248,21.3894,81.3711,79.0222,79.0319,81.4063,79.1148,83.1676,0.0352,0.0926,4.1357,17.1259
2011.09.026,45.16443333,-66.22783333,1,9,2011,26,a,6.339,19.506,19.4957,13.1567,83.7455,79.537,77.7551,83.7572,79.594,78.4676,0.0117,0.057,0.7125,12.3755
2011.09.027,45.16175,-66.23966667,1,9,2011,27,a,6.27,29.9279,29.9148,23.6448,80.2795,80.0513,78.479,81.5764,84.0973,84.7078,1.2969,4.046,6.2288,12.0731
2011.09.028,45.16221667,-66.24161667,1,9,2011,28,a,6.3999,25.2221,25.1552,18.7553,85.0937,81.5054,78.725,85.2428,82.3478,80.9931,0.1491,0.8424,2.2681,15.4957
2011.09.029,45.15868333,-66.26436667,1,9,2011,29,a,6.3683,24.1549,24.0936,17.7253,83.567,80.8442,78.4389,83.5873,80.902,79.1151,0.0203,0.0578,0.6762,16.971
2011.09.030,45.16486667,-66.26916667,1,9,2011,30,a,6.3465,28.5754,28.4893,22.1428,81.3734,79.026,79.0361,81.3864,79.0645,79.5015,0.013,0.0385,0.4654,21.6259
2012.09.001,45.14066667,-66.2617,20,9,2012,1,a,6.3384,10.7621,10.7345,4.3961,83.7402,79.5253,77.7598,84.0219,79.5572,77.9666,0.2817,0.0319,0.2068,3.8757
2012.09.002,45.1425,-66.26121667,20,9,2012,2,a,6.269,26.8551,26.7484,20.4794,80.2784,80.0524,78.485,81.373,80.137,81.4767,1.0946,0.0846,2.9917,16.3085
2012.09.003,45.14506667,-66.24898333,20,9,2012,3,,,,,,,,,,,,,,,
2012.09.004,45.1482,-66.24985,20,9,2012,4,a,6.3685,40.0546,39.8969,33.5284,83.5747,80.8611,78.451,85.2147,81.8847,81.8488,1.64,1.0236,3.3978,27.467
2012.09.005,45.15035,-66.24948333,20,9,2012,5,a,6.362,28.9626,28.8708,22.5088,81.3777,79.0278,79.0408,83.6001,81.2894,81.5361,2.2224,2.2616,2.4953,15.5295
2012.09.006,45.15235,-66.25076667,20,9,2012,6,a,6.2761,17.8207,17.7602,11.4841,83.7483,79.5312,77.762,83.7501,79.5717,79.6905,0.0018,0.0405,1.9285,9.5133
2012.09.007,45.15475,-66.25176667,20,9,2012,7,a,6.3073,30.5989,30.5279,24.2206,80.2837,80.0582,78.4839,80.2899,80.0834,82.0391,0.0062,0.0252,3.5552,20.634
2012.09.008,45.1568,-66.23981667,20,9,2012,8,a,6.3338,24.8863,24.8159,18.4821,85.0908,81.5095,78.7323,85.0939,81.5591,82.6423,0.0031,0.0496,3.91,14.5194
2012.09.009,45.15425,-66.23923333,20,9,2012,9,a,6.3523,38.8299,38.6706,32.3183,83.5693,80.8564,78.4434,83.612,81.1664,82.8317,0.0427,0.31,4.3883,27.5773
2012.09.010,45.15175,-66.2392,20,9,2012,10,a,6.3362,30.0721,29.9627,23.6265,81.376,79.0174,79.0352,81.3919,79.354,84.8271,0.0159,0.3366,5.7919,17.4821
2012.09.011,45.16275,-66.24456667,20,9,2012,11,a,6.3391,16.3815,16.3635,10.0244,83.7431,79.5593,77.8301,83.7617,80.2076,81.7196,0.0186,0.6483,3.8895,5.468
2012.09.012,45.16485,-66.24356667,20,9,2012,12,a,6.4804,27.1075,26.9848,20.5044,80.3202,80.2719,78.4946,80.3526,80.3495,81.0736,0.0324,0.0776,2.579,17.8154
2012.09.013,45.16751667,-66.24195,20,9,2012,13,a,6.3808,19.3626,19.2718,12.891,85.0979,81.5059,78.7502,85.1328,81.6349,79.9978,0.0349,0.129,1.2476,11.4795
2012.09.014,45.17108333,-66.24091667,20,9,2012,14,a,6.3913,25.8453,25.7464,19.3551,83.5776,80.8623,78.4567,83.6201,81.0832,80.9823,0.0425,0.2209,2.5256,16.5661
2012.09.015,45.17316667,-66.24105,20,9,2012,15,a,6.3459,18.1996,18.1245,11.7786,81.3776,79.0578,79.0366,81.3969,79.0941,79.8251,0.0193,0.0363,0.7885,10.9345
2012.09.016,45.17491667,-66.24115,20,9,2012,16,a,6.3393,25.3325,25.2018,18.8625,83.7345,79.5224,77.7572,83.7887,79.6502,78.4648,0.0542,0.1278,0.7076,17.9729
2012.09.017,45.1774,-66.2422,20,9,2012,17,a,6.2706,23.2999,23.2329,16.9623,80.2708,80.0512,78.4827,80.3164,80.1062,79.8484,0.0456,0.055,1.3657,15.496
2012.09.018,45.18061667,-66.24435,20,9,2012,18,a,6.4005,14.9952,14.9474,8.5469,85.0819,81.5036,78.7305,85.0947,81.5358,78.9316,0.0128,0.0322,0.2011,8.3008
2012.09.019,45.18186667,-66.24871667,20,9,2012,19,a,6.3703,25.9866,25.8796,19.5093,83.5642,80.8445,78.4414,83.6562,80.9804,79.3715,0.092,0.1359,0.9301,18.3513
2012.09.020,45.18368333,-66.25246667,20,9,2012,20,a,6.3619,22.0009,21.962,15.6001,81.3691,79.019,79.0303,82.0377,79.3317,80.5062,0.6686,0.3127,1.4759,13.1429
2012.09.021,45.18345,-66.25366667,20,9,2012,21,a,6.3395,20.0904,20.0499,13.7104,83.7436,79.5357,77.7628,83.7773,79.619,78.5727,0.0337,0.0833,0.8099,12.7835
2012.09.022,45.18145,-66.25205,20,9,2012,22,a,6.4804,28.1655,28.0732,21.5928,80.2827,80.0553,78.4871,80.3878,80.1665,79.9074,0.1051,0.1112,1.4203,19.9562
2012.09.023,45.17996667,-66.25066667,20,9,2012,23,a,6.3816,12.8137,12.7881,6.4065,85.0966,81.5102,78.7319,85.0983,81.5228,79.0976,0.0017,0.0126,0.3657,6.0265
2012.09.024,45.17843333,-66.24733333,20,9,2012,24,a,6.3925,25.2572,25.2204,18.8279,83.5677,80.853,78.4522,83.991,82.4651,86.1474,0.4233,1.6121,7.6952,9.0973
2012.09.025,45.17496667,-66.24766667,20,9,2012,25,a,6.3448,26.225,26.1518,19.807,81.375,79.0221,79.0371,81.4145,79.1188,81.6817,0.0395,0.0967,2.6446,17.0262
2012.09.026,45.17261667,-66.24376667,20,9,2012,26,a,6.3394,25.0735,25.0516,18.7122,83.749,79.543,77.7584,83.8445,92.938,80.6055,0.0955,13.395,2.8471,2.3746
2012.09.027,45.16855,-66.23823333,20,9,2012,27,a,6.2703,23.1315,23.0707,16.8004,80.2833,80.0575,78.4845,80.2891,80.0967,79.9143,0.0058,0.0392,1.4298,15.3256
2012.09.028,45.16638333,-66.23505,20,9,2012,28,a,6.3999,21.3769,21.3331,14.9332,85.0896,81.5589,78.7253,85.1197,81.6279,81.9709,0.0301,0.069,3.2456,11.5885
2012.09.029,45.16525,-66.23,20,9,2012,29,a,6.3702,15.6708,15.6596,9.2894,83.5803,80.861,78.4437,83.5932,80.9132,81.6962,0.0129,0.0522,3.2525,5.9718
2012.09.030,45.16455,-66.23131667,20,9,2012,30,a,6.3625,29.5876,29.5563,23.1938,81.3739,79.121,79.0376,81.3953,79.1984,92.6527,0.0214,0.0774,13.6151,9.4799
2014.08.001,45.14815,-66.25416667,11,8,2014,1,,,,,,,,,,,,,,,
2014.08.002,45.1494,-66.25515,11,8,2014,2,a,6.3079,18.457,18.3892,12.0813,80.284,80.0591,78.4953,80.2841,80.07,78.6281,0.0001,0.0109,0.1328,11.9375
2014.08.003,45.15006667,-66.25733333,11,8,2014,3,a,6.3335,16.7218,16.6597,10.3262,85.0909,81.5237,78.7419,85.0917,81.5291,78.8285,0.0008,0.0054,0.0866,10.2334
2014.08.004,45.16815,-66.25006667,11,8,2014,4,a,6.3691,28.4973,28.4515,22.0824,83.5849,80.8857,78.4558,83.588,80.9496,88.3969,0.0031,0.0639,9.9411,12.0743
2014.08.005,45.17051667,-66.24845,11,8,2014,5,a,6.3619,25.9629,25.913,19.5511,81.3827,79.0259,79.0415,81.3866,79.0572,83.0507,0.0039,0.0313,4.0092,15.5067
2014.08.006,45.17008333,-66.24563333,11,8,2014,6,a,6.3382,20.5356,20.5094,14.1712,83.7467,79.5443,77.767,83.764,79.643,83.6626,0.0173,0.0987,5.8956,8.1596
2014.08.007,45.16298333,-66.23688333,11,8,2014,7,a,6.479,22.4802,22.416,15.937,80.2795,80.0588,78.4855,80.2927,80.6682,84.2348,0.0132,0.6094,5.7493,9.5651
2014.08.008,45.16028333,-66.23401667,11,8,2014,8,,,,,,,,,,,,,,,
2014.08.009,45.1584,-66.23653333,11,8,2014,9,a,6.38,17.4779,17.4545,11.0745,85.0885,81.5136,78.7318,85.0955,81.5582,83.0036,0.007,0.0446,4.2718,6.7511
2014.08.010,45.15853333,-66.24908333,11,8,2014,10,a,6.3916,11.1165,11.104,4.7124,83.573,80.8696,78.4552,83.5733,80.8941,79.3803,0.0003,0.0245,0.9251,3.7625
2014.08.011,45.16633333,-66.24208333,11,8,2014,11,a,6.3474,9.7649,9.7427,3.3953,81.3734,79.0175,79.0304,81.3856,79.044,79.1608,0.0122,0.0265,0.1304,3.2262
2014.08.012,45.16903333,-66.2413,11,8,2014,12,a,6.3381,15.9467,15.9201,9.582,83.7443,79.537,77.7656,83.7565,79.5583,77.9742,0.0122,0.0213,0.2086,9.3399
2014.08.013,45.17096667,-66.2413,11,8,2014,13,a,6.2682,17.5102,17.4901,11.2219,80.2815,80.058,78.4854,80.2888,80.098,80.1767,0.0073,0.04,1.6913,9.4833
2014.08.014,45.1742,-66.24121667,11,8,2014,14,a,6.3986,18.9969,18.9659,12.5673,85.0929,81.5125,78.7805,85.1069,81.5649,79.5866,0.014,0.0524,0.8061,11.6948
2014.08.015,45.1784,-66.24381667,11,8,2014,15,a,6.3687,24.0671,24.0407,17.672,83.5707,80.8651,78.4481,83.6164,81.049,79.9071,0.0457,0.1839,1.459,15.9834
2014.08.016,45.18006667,-66.24543333,11,8,2014,16,a,6.3614,26.627,26.5994,20.238,81.3747,79.0191,79.0321,81.443,79.4215,80.9625,0.0683,0.4024,1.9304,17.8369
2014.08.017,45.18275,-66.24663333,11,8,2014,17,a,6.34,14.4475,14.4252,8.0852,83.7427,79.5354,77.7661,83.752,79.5559,78.018,0.0093,0.0205,0.2519,7.8035
2014.08.018,45.18305,-66.25091667,11,8,2014,18,a,6.48,19.8794,19.8706,13.3906,80.2792,80.0603,78.4888,90.0898,81.3424,78.6991,9.8106,1.2821,0.2103,2.0876
2014.08.019,45.18495,-66.25436667,11,8,2014,19,a,6.3808,34.1039,34.0511,27.6703,85.0893,81.5138,78.7323,85.2484,81.6722,80.6615,0.1591,0.1584,1.9292,25.4236
2014.08.020,45.186,-66.25748333,11,8,2014,20,a,,,,,,,,,,,,,,
2014.08.021,45.18233333,-66.25271667,11,8,2014,21,a,6.3916,14.1005,13.8538,7.4622,83.5685,80.864,78.4537,83.5874,80.9171,78.8492,0.0189,0.0531,0.3955,6.9947
2014.08.022,45.18068333,-66.25113333,11,8,2014,22,a,6.3465,14.333,14.3157,7.9692,81.3739,79.0238,79.036,81.382,79.0481,79.4156,0.0081,0.0243,0.3796,7.5572
2014.08.023,45.17841667,-66.24851667,11,8,2014,23,a,6.3388,13.8794,13.8717,7.5329,83.7445,79.5315,77.7636,83.7588,79.5489,79.0185,0.0143,0.0174,1.2549,6.2463
2014.08.024,45.17545,-66.23778333,11,8,2014,24,a,6.2698,16.1846,16.1673,9.8975,80.2917,80.0567,78.487,80.2921,80.0705,79.0103,0.0004,0.0138,0.5233,9.36
2014.08.025,45.17206667,-66.23495,11,8,2014,25,a,6.3994,15.4041,15.3948,8.9954,85.0918,81.5119,78.7337,85.096,81.5492,80.1283,0.0042,0.0373,1.3946,7.5593
2014.08.026,45.16983333,-66.23178333,11,8,2014,26,a,6.3701,17.7964,17.7752,11.4051,83.5732,80.8624,78.4493,83.5771,80.8945,79.9357,0.0039,0.0321,1.4864,9.8827
2014.08.027,45.16586667,-66.22843333,11,8,2014,27,a,6.3609,16.2626,16.2597,9.8988,81.3737,79.022,79.0345,81.3782,79.3295,80.1852,0.0045,0.3075,1.1507,8.4361
2014.08.028,45.1609,-66.26056667,11,8,2014,28,a,6.3378,21.1802,21.1616,14.8238,83.7473,79.5321,77.7634,83.7495,79.5651,83.356,0.0022,0.033,5.5926,9.196
2014.08.029,45.16058333,-66.26431667,11,8,2014,29,a,6.4787,23.8955,23.8775,17.3988,80.2873,80.0595,78.4843,80.3005,80.2191,80.3943,0.0132,0.1596,1.91,15.316
2014.08.030,45.15673333,-66.26231667,11,8,2014,30,a,6.38,13.2176,13.2098,6.8298,85.0876,81.5122,78.7342,85.0904,81.5145,79.3447,0.0028,0.0023,0.6105,6.2142
2014.11.001,45.16351667,-66.26941667,6,11,2014,1,a,6.3394,17.4934,17.4656,11.1262,83.7355,79.5341,77.7472,83.7376,79.5419,77.9825,0.0021,0.0078,0.2353,10.881
2014.11.002,45.16195,-66.26801667,6,11,2014,2,a,6.2711,21.8236,21.7771,15.506,80.2795,80.0464,78.488,80.8003,80.443,79.0827,0.5208,0.3966,0.5947,13.9939
2014.11.003,45.16113333,-66.26393333,6,11,2014,3,a,6.4003,21.0063,20.9843,14.584,85.0801,81.4961,78.7129,85.1334,81.5682,79.7118,0.0533,0.0721,0.9989,13.4597
2014.11.004,45.17465,-66.24866667,6,11,2014,4,a,6.3548,23.2508,23.2179,16.8631,83.5385,80.7874,78.4424,83.5763,80.9117,80.437,0.0378,0.1243,1.9946,14.7064
2014.11.005,45.17481667,-66.24541667,6,11,2014,5,a,6.3378,20.0792,20.0728,13.735,81.3433,79.0167,79.0304,81.3921,81.4508,85.9795,0.0488,2.4341,6.9491,4.303
2014.11.006,45.177,-66.24715,6,11,2014,6,a,6.279,20.4812,20.4451,14.1661,83.731,79.5035,77.749,83.739,79.5459,81.5031,0.008,0.0424,3.7541,10.3616
2014.11.007,45.17873333,-66.23805,6,11,2014,7,a,6.3093,21.6159,21.5553,15.246,80.2795,80.0407,78.4801,80.2993,80.1349,79.4031,0.0198,0.0942,0.923,14.209
2014.11.008,45.17503333,-66.23608333,6,11,2014,8,a,6.3343,21.7007,21.6565,15.3222,85.0862,81.4764,78.7103,85.1058,81.5363,80.5887,0.0196,0.0599,1.8784,13.3643
2014.11.009,45.17203333,-66.2321,6,11,2014,9,a,6.3693,25.8328,25.7512,19.3819,83.5409,80.7831,78.4342,83.5669,80.9343,80.8859,0.026,0.1512,2.4517,16.753
2014.11.010,45.16843333,-66.22668333,6,11,2014,10,a,6.3623,22.7742,22.7151,16.3528,81.3567,79.0167,79.0316,81.4031,79.1869,80.8165,0.0464,0.1702,1.7849,14.3513
2014.11.011,45.18408333,-66.25236667,6,11,2014,11,a,6.338,23.0683,23.0088,16.6708,83.7372,79.5082,77.7628,84.0614,79.9885,78.8439,0.3242,0.4803,1.0811,14.7852
2014.11.012,45.18098333,-66.24713333,6,11,2014,12,a,6.299,18.8745,18.8295,12.5305,80.2871,80.0573,78.4913,80.3148,80.1774,80.1149,0.0277,0.1201,1.6236,10.7591
2014.11.013,45.17464667,-66.2435,6,11,2014,13,a,6.398,20.1958,20.1529,13.7549,85.0895,81.4897,78.7208,85.0895,81.541,79.6312,0,0.0513,0.9104,12.7932
2014.11.014,45.17563333,-66.24203333,6,11,2014,14,a,6.352,25.6451,25.5882,19.2362,83.55,80.8022,78.4445,83.5989,81.4035,81.2271,0.0489,0.6013,2.7826,15.8034
